datetime,BaseStationB,BaseStationJ
2023-05-19 00:00:00,0.9992145,0.9992145
2023-05-19 00:05:00,2.0011575,0.9992145
2023-05-19 00:10:00,2.004619,0.9992145
2023-05-19 00:15:00,0.9992145,0.9992145
2023-05-19 00:20:00,1.9819329,1.9664621
2023-05-19 00:25:00,0.9992145,0.9992145
2023-05-19 00:30:00,1.9927149,0.9992145
2023-05-19 00:35:00,1.9930401,1.984474
2023-05-19 00:40:00,1.975148,0.9992145
2023-05-19 00:45:00,0.0014550686,0.9992145
2023-05-19 00:50:00,1.9872026,0.9992145
2023-05-19 00:55:00,0.9992145,0.19503897
2023-05-19 01:00:00,0.9992145,0.9992145
2023-05-19 01:05:00,2.0007665,0.9992145
2023-05-19 01:10:00,1.9930861,0.9992145
2023-05-19 01:15:00,0.9992145,0.9992145
2023-05-19 01:20:00,0.9992145,0.9992145
2023-05-19 01:25:00,1.9613109,0.9992145
2023-05-19 01:30:00,0.9992145,0.9992145
2023-05-19 01:35:00,0.9992145,0.9992145
2023-05-19 01:40:00,0.9992145,0.9992145
2023-05-19 01:45:00,0.9992145,0.9992145
2023-05-19 01:50:00,0.9992145,0.9992145
2023-05-19 01:55:00,0.9992145,0.20719314
2023-05-19 02:00:00,0.9992145,0.9992145
2023-05-19 02:05:00,0.9992145,0.9992145
2023-05-19 02:10:00,2.0028136,0.9992145
2023-05-19 02:15:00,0.9992145,0.9992145
2023-05-19 02:20:00,1.9887955,0.9992145
2023-05-19 02:25:00,0.9992145,0.9992145
2023-05-19 02:30:00,0.9992145,0.9992145
2023-05-19 02:35:00,0.9992145,0.9992145
2023-05-19 02:40:00,1.9722652,0.9992145
2023-05-19 02:45:00,0.9992145,0.9992145
2023-05-19 02:50:00,0.9992145,0.9992145
2023-05-19 02:55:00,0.9992145,0.9992145
2023-05-19 03:00:00,1.3111966,0.9992145
2023-05-19 03:05:00,0.9992145,0.9992145
2023-05-19 03:10:00,0.9992145,0.9992145
2023-05-19 03:15:00,0.9992145,0.9992145
2023-05-19 03:20:00,0.9992145,0.9992145
2023-05-19 03:25:00,1.9147375,0.9992145
2023-05-19 03:30:00,1.9846983,0.9992145
2023-05-19 03:35:00,1.985225,0.9992145
2023-05-19 03:40:00,0.9992145,0.9992145
2023-05-19 03:45:00,0.9992145,0.9992145
2023-05-19 03:50:00,1.9842241,0.9992145
2023-05-19 03:55:00,0.9992145,0.9992145
2023-05-19 04:00:00,0.9992145,0.9992145
2023-05-19 04:05:00,0.9992145,0.9992145
2023-05-19 04:10:00,0.9992145,0.9992145
2023-05-19 04:15:00,0.9992145,0.9992145
2023-05-19 04:20:00,0.9992145,0.9992145
2023-05-19 04:25:00,0.9992145,0.9992145
2023-05-19 04:30:00,0.9992145,0.9992145
2023-05-19 04:35:00,0.9992145,0.9992145
2023-05-19 04:40:00,0.9992145,1.9882221
2023-05-19 04:45:00,0.9992145,1.9933765
2023-05-19 04:50:00,0.9992145,0.9992145
2023-05-19 04:55:00,0.9992145,0.9992145
2023-05-19 05:00:00,0.9992145,1.9951622
2023-05-19 05:05:00,0.9992145,0.9992145
2023-05-19 05:10:00,0.9992145,0.9992145
2023-05-19 05:15:00,0.9992145,0.9992145
2023-05-19 05:20:00,0.9992145,0.9992145
2023-05-19 05:25:00,0.031143188,0.9992145
2023-05-19 05:30:00,0.9992145,1.9996929
2023-05-19 05:35:00,3.0251808,0.9992145
2023-05-19 05:40:00,1.9965718,0.9992145
2023-05-19 05:45:00,1.9914427,0.9992145
2023-05-19 05:50:00,1.9974642,0.9992145
2023-05-19 05:55:00,2.0007398,0.9992145
2023-05-19 06:00:00,1.9944751,0.9992145
2023-05-19 06:05:00,3.9426346,0.9992145
2023-05-19 06:10:00,3.9510293,0.9992145
2023-05-19 06:15:00,3.9563866,2.0003252
2023-05-19 06:20:00,2.9179347,0.9992145
2023-05-19 06:25:00,1.99842,1.9967408
2023-05-19 06:30:00,0.9992145,0.9992145
2023-05-19 06:35:00,1.9864562,0.9992145
2023-05-19 06:40:00,0.9992145,0.19407809
2023-05-19 06:45:00,1.9828963,0.9992145
2023-05-19 06:50:00,0.9992145,0.9992145
2023-05-19 06:55:00,0.0027263165,0.9992145
2023-05-19 07:00:00,0.9992145,1.9839892
2023-05-19 07:05:00,0.9992145,0.9992145
2023-05-19 07:10:00,1.9624364,0.9992145
2023-05-19 07:15:00,1.9917636,0.9992145
2023-05-19 07:20:00,1.9942648,0.9992145
2023-05-19 07:25:00,0.9992145,0.9992145
2023-05-19 07:30:00,2.002191,1.9816442
2023-05-19 07:35:00,2.881148,0.9992145
2023-05-19 07:40:00,0.9992145,1.9852455
2023-05-19 07:45:00,1.9827814,0.9992145
2023-05-19 07:50:00,1.9700086,0.9992145
2023-05-19 07:55:00,2.021483,1.9938793
2023-05-19 08:00:00,2.0032454,0.9992145
2023-05-19 08:05:00,1.9832814,0.9992145
2023-05-19 08:10:00,0.9992145,1.9821532
2023-05-19 08:15:00,2.8291135,0.9992145
2023-05-19 08:20:00,0.9992145,0.9992145
2023-05-19 08:25:00,2.983262,2.908061
2023-05-19 08:30:00,1.9909306,0.9992145
2023-05-19 08:35:00,2.9819393,1.9979846
2023-05-19 08:40:00,1.9911625,0.9992145
2023-05-19 08:45:00,2.9772105,0.9992145
2023-05-19 08:50:00,2.0015123,2.9598262
2023-05-19 08:55:00,1.9994874,2.0047083
2023-05-19 09:00:00,1.9820583,2.000336
2023-05-19 09:05:00,1.985461,1.9974179
2023-05-19 09:10:00,1.9832942,1.9912658
2023-05-19 09:15:00,2.0038002,0.9992145
2023-05-19 09:20:00,1.9951751,0.9992145
2023-05-19 09:25:00,2.9863467,0.9992145
2023-05-19 09:30:00,1.9701037,1.9992828
2023-05-19 09:35:00,1.9961991,0.9992145
2023-05-19 09:40:00,0.9992145,2.0031118
2023-05-19 09:45:00,1.9475842,2.9518955
2023-05-19 09:50:00,2.0003407,2.0061605
2023-05-19 09:55:00,0.9992145,2.0023127
2023-05-19 10:00:00,0.9992145,2.9738295
2023-05-19 10:05:00,0.9992145,1.9919865
2023-05-19 10:10:00,0.9992145,1.9946523
2023-05-19 10:15:00,1.9800427,0.9992145
2023-05-19 10:20:00,0.9992145,1.982132
2023-05-19 10:25:00,0.9992145,0.9992145
2023-05-19 10:30:00,1.9814072,0.9992145
2023-05-19 10:35:00,0.9992145,0.9992145
2023-05-19 10:40:00,2.9285393,0.9992145
2023-05-19 10:45:00,1.9864559,1.9850898
2023-05-19 10:50:00,1.994633,0.9992145
2023-05-19 10:55:00,2.9600496,0.9992145
2023-05-19 11:00:00,1.998935,3.0071688
2023-05-19 11:05:00,2.9682121,2.987596
2023-05-19 11:10:00,1.9829977,2.970756
2023-05-19 11:15:00,0.9992145,0.9992145
2023-05-19 11:20:00,0.9992145,2.0016398
2023-05-19 11:25:00,0.9992145,1.9839995
2023-05-19 11:30:00,0.9992145,0.9992145
2023-05-19 11:35:00,0.9992145,1.9820719
2023-05-19 11:40:00,1.9859471,1.979286
2023-05-19 11:45:00,1.9792056,1.9975376
2023-05-19 11:50:00,0.9992145,1.9923966
2023-05-19 11:55:00,2.0038295,2.003698
2023-05-19 12:00:00,1.9929142,2.0069864
2023-05-19 12:05:00,2.003232,0.9992145
2023-05-19 12:10:00,0.9992145,2.9824138
2023-05-19 12:15:00,1.9927864,0.9992145
2023-05-19 12:20:00,1.979599,1.9810181
2023-05-19 12:25:00,2.9778557,2.000293
2023-05-19 12:30:00,0.9992145,1.9982669
2023-05-19 12:35:00,2.9824634,2.9733658
2023-05-19 12:40:00,1.9686363,0.9992145
2023-05-19 12:45:00,2.981792,2.003983
2023-05-19 12:50:00,2.9835155,0.88326114
2023-05-19 12:55:00,2.9070332,1.9721396
2023-05-19 13:00:00,2.009124,0.9992145
2023-05-19 13:05:00,2.9743729,0.9992145
2023-05-19 13:10:00,2.9788463,0.9992145
2023-05-19 13:15:00,2.9731503,0.9992145
2023-05-19 13:20:00,2.9741392,0.9992145
2023-05-19 13:25:00,2.994639,2.0029483
2023-05-19 13:30:00,0.9992145,2.0044594
2023-05-19 13:35:00,2.003665,0.9992145
2023-05-19 13:40:00,2.003342,1.8609447
2023-05-19 13:45:00,2.0032623,1.9915063
2023-05-19 13:50:00,2.002024,1.9975796
2023-05-19 13:55:00,0.9992145,2.964921
2023-05-19 14:00:00,2.001268,2.9649506
2023-05-19 14:05:00,1.9949646,1.9815094
2023-05-19 14:10:00,2.967074,2.0051565
2023-05-19 14:15:00,3.9392323,3.9412007
2023-05-19 14:20:00,2.0035217,1.9749098
2023-05-19 14:25:00,2.9591506,2.9668128
2023-05-19 14:30:00,2.9680808,1.9978662
2023-05-19 14:35:00,0.9992145,1.9932477
2023-05-19 14:40:00,1.9929147,1.9871252
2023-05-19 14:45:00,1.9953878,0.9992145
2023-05-19 14:50:00,0.9992145,2.979774
2023-05-19 14:55:00,1.9841449,1.9927044
2023-05-19 15:00:00,1.9857554,1.9785905
2023-05-19 15:05:00,1.9945941,0.9992145
2023-05-19 15:10:00,1.9895754,0.9992145
2023-05-19 15:15:00,0.9992145,0.15157086
2023-05-19 15:20:00,0.9992145,0.16547984
2023-05-19 15:25:00,0.9992145,0.9992145
2023-05-19 15:30:00,1.9817331,0.9992145
2023-05-19 15:35:00,0.9992145,0.9992145
2023-05-19 15:40:00,2.984116,1.9655812
2023-05-19 15:45:00,3.2299073,0.9992145
2023-05-19 15:50:00,2.9659338,0.005068481
2023-05-19 15:55:00,2.9651966,0.16476464
2023-05-19 16:00:00,0.9992145,0.9992145
2023-05-19 16:05:00,1.9950123,0.9992145
2023-05-19 16:10:00,3.9644043,0.9992145
2023-05-19 16:15:00,2.9975662,0.9992145
2023-05-19 16:20:00,2.9798033,0.9992145
2023-05-19 16:25:00,2.9768345,0.9992145
2023-05-19 16:30:00,2.0037854,0.9992145
2023-05-19 16:35:00,1.9991982,0.9992145
2023-05-19 16:40:00,2.9747572,0.9992145
2023-05-19 16:45:00,2.9778686,0.9992145
2023-05-19 16:50:00,2.0031884,0.9992145
2023-05-19 16:55:00,1.9969773,0.9992145
2023-05-19 17:00:00,2.9725275,0.9992145
2023-05-19 17:05:00,2.0062914,0.9992145
2023-05-19 17:10:00,2.9862251,0.9992145
2023-05-19 17:15:00,2.9823587,1.9985831
2023-05-19 17:20:00,3.9593382,0.9992145
2023-05-19 17:25:00,2.9801424,1.0034724
2023-05-19 17:30:00,1.999531,0.9992145
2023-05-19 17:35:00,2.008161,2.9799776
2023-05-19 17:40:00,4.845755,2.9863305
2023-05-19 17:45:00,2.0075448,0.9992145
2023-05-19 17:50:00,2.9764626,1.9690089
2023-05-19 17:55:00,2.9848008,0.9992145
2023-05-19 18:00:00,2.98671,0.16829693
2023-05-19 18:05:00,3.2953162,0.9992145
2023-05-19 18:10:00,2.0035079,1.9150326
2023-05-19 18:15:00,2.0029926,0.15998483
2023-05-19 18:20:00,2.9841628,0.15186077
2023-05-19 18:25:00,2.0056622,1.9977775
2023-05-19 18:30:00,2.9776251,0.9992145
2023-05-19 18:35:00,3.9369006,0.9992145
2023-05-19 18:40:00,1.9893684,0.9992145
2023-05-19 18:45:00,1.9991055,0.9992145
2023-05-19 18:50:00,3.9451823,0.9992145
2023-05-19 18:55:00,3.9391012,1.9916465
2023-05-19 19:00:00,2.986584,0.9992145
2023-05-19 19:05:00,2.0047362,0.16386741
2023-05-19 19:10:00,2.9830062,0.9992145
2023-05-19 19:15:00,2.983284,0.9992145
2023-05-19 19:20:00,3.4523797,1.9569228
2023-05-19 19:25:00,2.9707031,0.9992145
2023-05-19 19:30:00,2.9782515,1.9868684
2023-05-19 19:35:00,3.9352605,0.9992145
2023-05-19 19:40:00,3.9344654,0.9992145
2023-05-19 19:45:00,3.9477959,2.0019014
2023-05-19 19:50:00,2.9735174,2.0022933
2023-05-19 19:55:00,3.9589112,0.9992145
2023-05-19 20:00:00,3.9617195,1.9962947
2023-05-19 20:05:00,3.3229954,1.9969289
2023-05-19 20:10:00,2.9140332,1.9923728
2023-05-19 20:15:00,3.9583073,2.9710019
2023-05-19 20:20:00,4.842756,2.9768038
2023-05-19 20:25:00,2.9775841,0.9992145
2023-05-19 20:30:00,4.942858,0.9992145
2023-05-19 20:35:00,3.1867933,2.0029666
2023-05-19 20:40:00,2.9763308,1.9996347
2023-05-19 20:45:00,3.9674497,2.9868097
2023-05-19 20:50:00,2.9312785,0.9992145
2023-05-19 20:55:00,1.9998405,1.9996321
2023-05-19 21:00:00,1.9954388,0.9992145
2023-05-19 21:05:00,2.0017118,1.9932153
2023-05-19 21:10:00,2.969105,0.16984695
2023-05-19 21:15:00,2.0027597,0.9992145
2023-05-19 21:20:00,2.0069563,0.9992145
2023-05-19 21:25:00,3.9467251,1.9917262
2023-05-19 21:30:00,3.3165855,2.0076466
2023-05-19 21:35:00,3.9282923,0.9992145
2023-05-19 21:40:00,3.9364152,2.9747152
2023-05-19 21:45:00,4.9954066,2.9723918
2023-05-19 21:50:00,3.9659965,2.002849
2023-05-19 21:55:00,3.97056,2.0010293
2023-05-19 22:00:00,1.9894869,2.0036306
2023-05-19 22:05:00,4.8000245,1.9955814
2023-05-19 22:10:00,2.9878042,1.9954891
2023-05-19 22:15:00,3.9481936,0.9992145
2023-05-19 22:20:00,3.974978,2.0028138
2023-05-19 22:25:00,3.9302127,2.0010672
2023-05-19 22:30:00,2.9898767,1.996772
2023-05-19 22:35:00,5.467653,0.9992145
2023-05-19 22:40:00,4.8881145,0.9992145
2023-05-19 22:45:00,3.9620337,0.9992145
2023-05-19 22:50:00,5.0078015,0.9992145
2023-05-19 22:55:00,2.9813113,0.9992145
2023-05-19 23:00:00,4.942697,1.9882421
2023-05-19 23:05:00,3.9669242,0.9992145
2023-05-19 23:10:00,2.9839349,1.9822156
2023-05-19 23:15:00,4.936177,0.9992145
2023-05-19 23:20:00,4.923162,0.9992145
2023-05-19 23:25:00,3.9749575,1.9959226
2023-05-19 23:30:00,4.0580997,1.9937074
2023-05-19 23:35:00,3.9428487,1.98629
2023-05-19 23:40:00,2.9845831,2.987685
2023-05-19 23:45:00,2.9714108,2.9850044
2023-05-19 23:50:00,2.892283,1.9996798
2023-05-19 23:55:00,2.8558471,2.0054905
2023-05-20 00:00:00,2.8972545,2.002636
2023-05-20 00:05:00,3.9740562,1.9712839
2023-05-20 00:10:00,2.0049045,0.9992145
2023-05-20 00:15:00,2.0002358,1.9922388
2023-05-20 00:20:00,1.9998524,0.9992145
2023-05-20 00:25:00,2.002982,0.9992145
2023-05-20 00:30:00,2.9899683,0.9992145
2023-05-20 00:35:00,2.969868,0.9992145
2023-05-20 00:40:00,2.9880583,0.9992145
2023-05-20 00:45:00,3.9614606,1.1848557
2023-05-20 00:50:00,2.8924594,0.9992145
2023-05-20 00:55:00,2.0009723,0.9992145
2023-05-20 01:00:00,1.9921927,2.002209
2023-05-20 01:05:00,2.001008,1.9656434
2023-05-20 01:10:00,2.9885607,0.998687
2023-05-20 01:15:00,2.893674,0.9992145
2023-05-20 01:20:00,2.9729874,0.9992145
2023-05-20 01:25:00,2.982811,2.9614182
2023-05-20 01:30:00,3.9539614,0.9992145
2023-05-20 01:35:00,2.9171298,0.9992145
2023-05-20 01:40:00,2.8843617,0.9992145
2023-05-20 01:45:00,3.9534109,0.9992145
2023-05-20 01:50:00,3.9492784,0.9992145
2023-05-20 01:55:00,2.0030398,0.9992145
2023-05-20 02:00:00,1.9987674,0.9992145
2023-05-20 02:05:00,2.003681,1.979677
2023-05-20 02:10:00,2.9634614,2.003477
2023-05-20 02:15:00,2.9747834,0.9992145
2023-05-20 02:20:00,0.9992145,0.9992145
2023-05-20 02:25:00,0.9992145,0.9992145
2023-05-20 02:30:00,3.9542673,0.9992145
2023-05-20 02:35:00,0.9992145,0.9992145
2023-05-20 02:40:00,0.9992145,0.9992145
2023-05-20 02:45:00,0.99810493,0.9992145
2023-05-20 02:50:00,0.9992145,0.9992145
